"analysis_population","compartment","sample_id","gene","pseudobulk_logCPM","raw_counts","n_cells","patient_pair","condition_simple","sample_label","condition_label","pathway_id","pathway_name","pathway_label","z_logCPM"
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","MON1B",4.62542681143172,80,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.820466402825409
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","MRAS",-2.7054900666829,0,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.0787383399882
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","MTX1",5.37665897467097,135,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.782601003737882
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","MTX2",4.23702443865634,61,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.165297250934224
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","MTX3",3.07586964684176,27,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.09848330577084
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","MUL1",4.11468889573229,56,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.0219477190190992
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","NBR1",5.5185116075152,149,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.514562217772739
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","NLRX1",3.12739994748184,28,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.595552093521823
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","NRAS",5.36597229587372,134,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.374436076838646
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","OPA1",5.45941685999279,143,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.602667119840404
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","OPTN",7.59714885710465,631,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.32940593973418
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","PGAM5",3.92386655339671,49,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.153131125395793
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","PHB2",7.65096190353885,655,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.284418131868266
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","PINK1",3.52332862381298,37,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.954861389998908
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","PRKN",-0.383561971795538,2,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.232928966269689
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","RAB5A",5.86815712081042,190,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.858701314482137
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","RAB5B",5.6209394204394,160,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.594950103539896
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","RAB5C",6.58683156611914,313,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.662475378688276
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","RAB7A",7.18173054878548,473,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.801600438959955
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","RAB7B",-2.7054900666829,0,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.859197628617408
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","RABGEF1",3.7702433642835,44,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.559707490922511
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","RELA",6.05273314804382,216,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.243448069088378
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","RHOT1",5.40825209936629,138,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.10870801906538
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","RHOT2",5.62990028801102,161,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.236277907209455
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","RPS27A",11.9173053363178,12614,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.613595265048144
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","RRAS",1.20140052892562,7,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.109006586138847
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","RRAS2",5.71657469948991,171,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.197510816948462
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","SAMM50",5.5752807034477,155,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.888494706906126
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","SIAH1",4.72913816095382,86,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.478051553784868
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","SMURF1",3.5982906814942,39,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.901109741201607
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","SMURF2",4.7621154834001,88,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.827406236234512
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","SP1",4.90184024706671,97,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.71543010225718
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","SQSTM1",6.68037233395856,334,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.978005376431998
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","SRC",1.68682735609586,10,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.000767931816188892
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","TAX1BP1",7.49295497476946,587,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.634341754043914
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","TBC1D15",4.41345100604061,69,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.64319353849946
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","TBC1D17",4.90184024706671,97,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.0590879241348011
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","TBK1",3.27178985681702,31,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.556045131097811
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","TFE3",4.18932769662504,59,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.184723926281094
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","TFEB",1.20140052892562,7,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.00988067507467983
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","TOMM20",7.52453036902273,600,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.313531632441483
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","TOMM20L",-2.7054900666829,0,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.38596452001722
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","TOMM40",5.58452878024972,156,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.390833465704883
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","TOMM40L",2.50396329894605,18,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.595388697531339
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","TOMM7",8.54184411134583,1215,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.43068603277762
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","TOMM70",5.69111471449896,168,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",1.10243088149449
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","TP53",3.22524727087999,30,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.914435301080139
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","TRAF2",3.561296474012,38,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.454267669547985
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","UBA52",10.2575866256157,3992,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.614692922131459
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","UBB",9.55337036472686,2450,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.763153632863257
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","UBC",10.1712187148722,3760,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.918932592071095
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","ULK1",5.0954098332374,111,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-1.3335087597836
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","USP15",7.92477705834387,792,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.240292729940105
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","USP30",3.5982906814942,39,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.348967135861249
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","USP8",5.97750451699878,205,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",-0.732227523818283
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","VCP",7.58798158215523,627,659,"P3","relapse","PP3_R_M187r","Relapse","hsa04137","Mitophagy - animal","KEGG Mitophagy - animal",0.39040304934462
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","ADRM1",7.04102425445556,429,659,"P3","relapse","PP3_R_M187r","Relapse","hsa03050","Proteasome","KEGG Proteasome",1.19054818067176
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","IFNG",2.04939743548057,13,659,"P3","relapse","PP3_R_M187r","Relapse","hsa03050","Proteasome","KEGG Proteasome",1.25548050915975
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","POMP",7.41474781065906,556,659,"P3","relapse","PP3_R_M187r","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.0218350384400785
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","PSMA1",7.46818706962052,577,659,"P3","relapse","PP3_R_M187r","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.189493786297161
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","PSMA2",7.30433855068521,515,659,"P3","relapse","PP3_R_M187r","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.616928203163421
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","PSMA3",6.07914477887462,220,659,"P3","relapse","PP3_R_M187r","Relapse","hsa03050","Proteasome","KEGG Proteasome",-0.452226975346827
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","PSMA4",7.47317478432357,579,659,"P3","relapse","PP3_R_M187r","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.923752556719132
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","PSMA5",7.22376834195407,487,659,"P3","relapse","PP3_R_M187r","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.808197832200614
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","PSMA6",7.66628657765502,662,659,"P3","relapse","PP3_R_M187r","Relapse","hsa03050","Proteasome","KEGG Proteasome",-1.44193727279549
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","PSMA7",8.18401389672857,948,659,"P3","relapse","PP3_R_M187r","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.309785133801658
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","PSMA8",3.7702433642835,44,659,"P3","relapse","PP3_R_M187r","Relapse","hsa03050","Proteasome","KEGG Proteasome",1.3138431806721
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","PSMB1",7.64213130188523,651,659,"P3","relapse","PP3_R_M187r","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.135459100723278
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","PSMB10",7.6243062715378,643,659,"P3","relapse","PP3_R_M187r","Relapse","hsa03050","Proteasome","KEGG Proteasome",1.03127185482541
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","PSMB2",7.00703693375692,419,659,"P3","relapse","PP3_R_M187r","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.514622849863893
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","PSMB3",7.51488826101233,596,659,"P3","relapse","PP3_R_M187r","Relapse","hsa03050","Proteasome","KEGG Proteasome",0.476553959148148
"potential malignant T cells (CNV-high top 25%)","potential_malignant_T_cells_CNV_high_top25","M187r","PSMB4",5.5281296100768,150,659,"P3","relapse","PP3_R_M187r","Relapse","hsa03050","Proteasome","KEGG Proteasome",-0.672857898981212
